ordinal_position,column_name,data_type,verification_status,verification_method,batch_id,registry_notes,canonical_data_type,in_scope,n_rows,n_nonnull,null_pct,measurement_name_like,date_name_like,count_name_like,boolean_name_like,sample_values,distinct_norm,n_with_alpha,n_with_units,n_numeric_parseable,n_unparseable,n_boolean_like_values,boolean_value_subset,n_date_parseable,timestamp_has_subday
978,lab_tsh_most_recent,DOUBLE,verified,derivation_canonical_labs_rollups_mig115_script347,mig_134_patient_master_labs_cluster_20260429, | mig_134 labs cluster (Lane 25). lab_* aggregates vs mig_115 verified per-analyte canonicals + Script 347 longitudinal_lab_VIEW_v1 union; NULL-safe count semantics.,DOUBLE,True,10871,411,96.219,True,False,False,False,2.7 | 0.04 | 3.5 | 0.6 | 1.05,,,,,,,,,
979,lab_tsh_most_recent_date,DATE,verified,derivation_canonical_labs_rollups_mig115_script347,mig_134_patient_master_labs_cluster_20260429, | mig_134 labs cluster (Lane 25). lab_* aggregates vs mig_115 verified per-analyte canonicals + Script 347 longitudinal_lab_VIEW_v1 union; NULL-safe count semantics. | CF-mig134-PM-LAB-DATE-ANCHOR: derived *_first_date/*_last_date are DATE on CPM; joins vs TIMESTAMP lab_datetime use CAST/ DATE_TRUNC; umbrella CF-100-DATE-RETYPE.,DATE,True,10871,411,96.219,True,True,False,False,2023-04-05 | 2021-03-01 | 2023-06-07 | 2024-09-01 | 2024-05-17,,,,,,,,,
980,lab_tsh_unit,VARCHAR,verified,derivation_canonical_labs_rollups_mig115_script347,mig_134_patient_master_labs_cluster_20260429, | mig_134 labs cluster (Lane 25). lab_* aggregates vs mig_115 verified per-analyte canonicals + Script 347 longitudinal_lab_VIEW_v1 union; NULL-safe count semantics.,VARCHAR,True,10871,10871,0.0,True,False,False,False,mIU/L | ng/mL | mcIU/mL | mcI | uIU/mL,7.0,10871.0,0.0,0.0,10871.0,0.0,False,0.0,
981,lab_tsh_n_censored,BIGINT,verified,derivation_canonical_labs_rollups_mig115_script347,mig_134_patient_master_labs_cluster_20260429, | mig_134 labs cluster (Lane 25). lab_* aggregates vs mig_115 verified per-analyte canonicals + Script 347 longitudinal_lab_VIEW_v1 union; NULL-safe count semantics.,BIGINT,True,10871,10871,0.0,True,False,True,False,0 | 1 | 2 | 3,,,,,,,,,
983,lab_vitd_n_measurements,BIGINT,verified,derivation_canonical_labs_rollups_mig115_script347,mig_134_patient_master_labs_cluster_20260429, | mig_134 labs cluster (Lane 25). lab_* aggregates vs mig_115 verified per-analyte canonicals + Script 347 longitudinal_lab_VIEW_v1 union; NULL-safe count semantics.,BIGINT,True,10871,10871,0.0,False,False,True,False,0 | 1 | 2,,,,,,,,,
984,lab_vitd_min,DOUBLE,verified,derivation_canonical_labs_rollups_mig115_script347,mig_134_patient_master_labs_cluster_20260429, | mig_134 labs cluster (Lane 25). lab_* aggregates vs mig_115 verified per-analyte canonicals + Script 347 longitudinal_lab_VIEW_v1 union; NULL-safe count semantics.,DOUBLE,True,10871,81,99.255,True,False,False,False,83.0 | 41.0 | 12.0 | 20.0 | 31.0,,,,,,,,,
985,lab_vitd_max,DOUBLE,verified,derivation_canonical_labs_rollups_mig115_script347,mig_134_patient_master_labs_cluster_20260429, | mig_134 labs cluster (Lane 25). lab_* aggregates vs mig_115 verified per-analyte canonicals + Script 347 longitudinal_lab_VIEW_v1 union; NULL-safe count semantics.,DOUBLE,True,10871,81,99.255,True,False,False,False,83.0 | 41.0 | 26.0 | 20.0 | 31.0,,,,,,,,,
986,lab_vitd_first_date,DATE,verified,derivation_canonical_labs_rollups_mig115_script347,mig_134_patient_master_labs_cluster_20260429, | mig_134 labs cluster (Lane 25). lab_* aggregates vs mig_115 verified per-analyte canonicals + Script 347 longitudinal_lab_VIEW_v1 union; NULL-safe count semantics. | CF-mig134-PM-LAB-DATE-ANCHOR: derived *_first_date/*_last_date are DATE on CPM; joins vs TIMESTAMP lab_datetime use CAST/ DATE_TRUNC; umbrella CF-100-DATE-RETYPE.,DATE,True,10871,81,99.255,False,True,False,False,2022-11-14 | 2023-08-22 | 2022-05-01 | 2022-08-01 | 2022-10-24,,,,,,,,,
987,lab_vitd_last_date,DATE,verified,derivation_canonical_labs_rollups_mig115_script347,mig_134_patient_master_labs_cluster_20260429, | mig_134 labs cluster (Lane 25). lab_* aggregates vs mig_115 verified per-analyte canonicals + Script 347 longitudinal_lab_VIEW_v1 union; NULL-safe count semantics. | CF-mig134-PM-LAB-DATE-ANCHOR: derived *_first_date/*_last_date are DATE on CPM; joins vs TIMESTAMP lab_datetime use CAST/ DATE_TRUNC; umbrella CF-100-DATE-RETYPE.,DATE,True,10871,81,99.255,False,True,False,False,2022-11-14 | 2023-08-22 | 2022-09-26 | 2022-08-01 | 2022-10-24,,,,,,,,,
988,lab_vitd_most_recent,DOUBLE,verified,derivation_canonical_labs_rollups_mig115_script347,mig_134_patient_master_labs_cluster_20260429, | mig_134 labs cluster (Lane 25). lab_* aggregates vs mig_115 verified per-analyte canonicals + Script 347 longitudinal_lab_VIEW_v1 union; NULL-safe count semantics.,DOUBLE,True,10871,81,99.255,False,False,False,False,83.0 | 41.0 | 26.0 | 20.0 | 31.0,,,,,,,,,
989,lab_vitd_most_recent_date,DATE,verified,derivation_canonical_labs_rollups_mig115_script347,mig_134_patient_master_labs_cluster_20260429, | mig_134 labs cluster (Lane 25). lab_* aggregates vs mig_115 verified per-analyte canonicals + Script 347 longitudinal_lab_VIEW_v1 union; NULL-safe count semantics. | CF-mig134-PM-LAB-DATE-ANCHOR: derived *_first_date/*_last_date are DATE on CPM; joins vs TIMESTAMP lab_datetime use CAST/ DATE_TRUNC; umbrella CF-100-DATE-RETYPE.,DATE,True,10871,81,99.255,False,True,False,False,2022-11-14 | 2023-08-22 | 2022-09-26 | 2022-08-01 | 2022-10-24,,,,,,,,,
990,lab_vitd_unit,VARCHAR,verified,derivation_canonical_labs_rollups_mig115_script347,mig_134_patient_master_labs_cluster_20260429, | mig_134 labs cluster (Lane 25). lab_* aggregates vs mig_115 verified per-analyte canonicals + Script 347 longitudinal_lab_VIEW_v1 union; NULL-safe count semantics.,VARCHAR,True,10871,10871,0.0,False,False,False,False,ng/mL | units | IU/L,3.0,10871.0,0.0,0.0,10871.0,0.0,False,0.0,
991,lab_vitd_n_censored,BIGINT,verified,derivation_canonical_labs_rollups_mig115_script347,mig_134_patient_master_labs_cluster_20260429, | mig_134 labs cluster (Lane 25). lab_* aggregates vs mig_115 verified per-analyte canonicals + Script 347 longitudinal_lab_VIEW_v1 union; NULL-safe count semantics.,BIGINT,True,10871,10871,0.0,False,False,True,False,0,,,,,,,,,
993,lab_pth_n_measurements,INTEGER,verified,derivation_canonical_labs_rollups_mig115_script347,mig_134_patient_master_labs_cluster_20260429, | mig_134 labs cluster (Lane 25). lab_* aggregates vs mig_115 verified per-analyte canonicals + Script 347 longitudinal_lab_VIEW_v1 union; NULL-safe count semantics.,INTEGER,True,10871,10871,0.0,True,False,True,False,0 | 1 | 2 | 3,,,,,,,,,
994,lab_pth_min,DOUBLE,verified,derivation_canonical_labs_rollups_mig115_script347,mig_134_patient_master_labs_cluster_20260429, | mig_134 labs cluster (Lane 25). lab_* aggregates vs mig_115 verified per-analyte canonicals + Script 347 longitudinal_lab_VIEW_v1 union; NULL-safe count semantics.,DOUBLE,True,10871,184,98.307,True,False,False,False,129.0 | 25.0 | 122.0 | 71.0 | 108.0,,,,,,,,,
995,lab_pth_max,DOUBLE,verified,derivation_canonical_labs_rollups_mig115_script347,mig_134_patient_master_labs_cluster_20260429, | mig_134 labs cluster (Lane 25). lab_* aggregates vs mig_115 verified per-analyte canonicals + Script 347 longitudinal_lab_VIEW_v1 union; NULL-safe count semantics.,DOUBLE,True,10871,184,98.307,True,False,False,False,129.0 | 25.0 | 122.0 | 71.0 | 108.0,,,,,,,,,
996,lab_pth_first_date,DATE,verified,derivation_canonical_labs_rollups_mig115_script347,mig_134_patient_master_labs_cluster_20260429, | mig_134 labs cluster (Lane 25). lab_* aggregates vs mig_115 verified per-analyte canonicals + Script 347 longitudinal_lab_VIEW_v1 union; NULL-safe count semantics. | CF-mig134-PM-LAB-DATE-ANCHOR: derived *_first_date/*_last_date are DATE on CPM; joins vs TIMESTAMP lab_datetime use CAST/ DATE_TRUNC; umbrella CF-100-DATE-RETYPE.,DATE,True,10871,184,98.307,True,True,False,False,2025-01-17 | 2024-07-30 | 2023-05-18 | 2024-04-09 | 2023-02-07,,,,,,,,,
997,lab_pth_last_date,DATE,verified,derivation_canonical_labs_rollups_mig115_script347,mig_134_patient_master_labs_cluster_20260429, | mig_134 labs cluster (Lane 25). lab_* aggregates vs mig_115 verified per-analyte canonicals + Script 347 longitudinal_lab_VIEW_v1 union; NULL-safe count semantics. | CF-mig134-PM-LAB-DATE-ANCHOR: derived *_first_date/*_last_date are DATE on CPM; joins vs TIMESTAMP lab_datetime use CAST/ DATE_TRUNC; umbrella CF-100-DATE-RETYPE.,DATE,True,10871,184,98.307,True,True,False,False,2025-01-17 | 2024-07-30 | 2023-05-18 | 2024-04-09 | 2023-02-07,,,,,,,,,
998,lab_pth_most_recent,DOUBLE,verified,derivation_canonical_labs_rollups_mig115_script347,mig_134_patient_master_labs_cluster_20260429, | mig_134 labs cluster (Lane 25). lab_* aggregates vs mig_115 verified per-analyte canonicals + Script 347 longitudinal_lab_VIEW_v1 union; NULL-safe count semantics.,DOUBLE,True,10871,184,98.307,True,False,False,False,129.0 | 25.0 | 122.0 | 71.0 | 108.0,,,,,,,,,
999,lab_pth_most_recent_date,DATE,verified,derivation_canonical_labs_rollups_mig115_script347,mig_134_patient_master_labs_cluster_20260429, | mig_134 labs cluster (Lane 25). lab_* aggregates vs mig_115 verified per-analyte canonicals + Script 347 longitudinal_lab_VIEW_v1 union; NULL-safe count semantics. | CF-mig134-PM-LAB-DATE-ANCHOR: derived *_first_date/*_last_date are DATE on CPM; joins vs TIMESTAMP lab_datetime use CAST/ DATE_TRUNC; umbrella CF-100-DATE-RETYPE.,DATE,True,10871,184,98.307,True,True,False,False,2025-01-17 | 2024-07-30 | 2023-05-18 | 2024-04-09 | 2023-02-07,,,,,,,,,
1000,lab_pth_unit,VARCHAR,verified,derivation_canonical_labs_rollups_mig115_script347,mig_134_patient_master_labs_cluster_20260429, | mig_134 labs cluster (Lane 25). lab_* aggregates vs mig_115 verified per-analyte canonicals + Script 347 longitudinal_lab_VIEW_v1 union; NULL-safe count semantics.,VARCHAR,True,10871,10871,0.0,True,False,False,False,pg/mL | ng/mL,2.0,10871.0,0.0,0.0,10871.0,0.0,False,0.0,
1001,lab_pth_n_censored,BIGINT,verified,derivation_canonical_labs_rollups_mig115_script347,mig_134_patient_master_labs_cluster_20260429, | mig_134 labs cluster (Lane 25). lab_* aggregates vs mig_115 verified per-analyte canonicals + Script 347 longitudinal_lab_VIEW_v1 union; NULL-safe count semantics.,BIGINT,True,10871,10871,0.0,True,False,True,False,0 | 1,,,,,,,,,
1003,lab_calcium_n_measurements,INTEGER,verified,derivation_canonical_labs_rollups_mig115_script347,mig_134_patient_master_labs_cluster_20260429, | mig_134 labs cluster (Lane 25). lab_* aggregates vs mig_115 verified per-analyte canonicals + Script 347 longitudinal_lab_VIEW_v1 union; NULL-safe count semantics.,INTEGER,True,10871,10871,0.0,True,False,True,False,0 | 2 | 1 | 3 | 7,,,,,,,,,
1004,lab_calcium_min,DOUBLE,verified,derivation_canonical_labs_rollups_mig115_script347,mig_134_patient_master_labs_cluster_20260429, | mig_134 labs cluster (Lane 25). lab_* aggregates vs mig_115 verified per-analyte canonicals + Script 347 longitudinal_lab_VIEW_v1 union; NULL-safe count semantics.,DOUBLE,True,10871,153,98.593,True,False,False,False,9.0 | 9.8 | 9.9 | 9.1 | 10.7,,,,,,,,,
1005,lab_calcium_max,DOUBLE,verified,derivation_canonical_labs_rollups_mig115_script347,mig_134_patient_master_labs_cluster_20260429, | mig_134 labs cluster (Lane 25). lab_* aggregates vs mig_115 verified per-analyte canonicals + Script 347 longitudinal_lab_VIEW_v1 union; NULL-safe count semantics.,DOUBLE,True,10871,156,98.565,True,False,False,False,9.0 | 9.8 | 9.9 | 9.1 | 10.7,,,,,,,,,
1006,lab_calcium_first_date,DATE,verified,derivation_canonical_labs_rollups_mig115_script347,mig_134_patient_master_labs_cluster_20260429, | mig_134 labs cluster (Lane 25). lab_* aggregates vs mig_115 verified per-analyte canonicals + Script 347 longitudinal_lab_VIEW_v1 union; NULL-safe count semantics. | CF-mig134-PM-LAB-DATE-ANCHOR: derived *_first_date/*_last_date are DATE on CPM; joins vs TIMESTAMP lab_datetime use CAST/ DATE_TRUNC; umbrella CF-100-DATE-RETYPE.,DATE,True,10871,197,98.188,True,True,False,False,2023-08-22 | 2024-03-06 | 2023-09-20 | 2024-05-01 | 2024-10-01,,,,,,,,,
1007,lab_calcium_last_date,DATE,verified,derivation_canonical_labs_rollups_mig115_script347,mig_134_patient_master_labs_cluster_20260429, | mig_134 labs cluster (Lane 25). lab_* aggregates vs mig_115 verified per-analyte canonicals + Script 347 longitudinal_lab_VIEW_v1 union; NULL-safe count semantics. | CF-mig134-PM-LAB-DATE-ANCHOR: derived *_first_date/*_last_date are DATE on CPM; joins vs TIMESTAMP lab_datetime use CAST/ DATE_TRUNC; umbrella CF-100-DATE-RETYPE.,DATE,True,10871,197,98.188,True,True,False,False,2023-10-02 | 2024-03-06 | 2023-09-20 | 2024-05-01 | 2024-10-01,,,,,,,,,
1008,lab_calcium_most_recent,DOUBLE,verified,derivation_canonical_labs_rollups_mig115_script347,mig_134_patient_master_labs_cluster_20260429, | mig_134 labs cluster (Lane 25). lab_* aggregates vs mig_115 verified per-analyte canonicals + Script 347 longitudinal_lab_VIEW_v1 union; NULL-safe count semantics.,DOUBLE,True,10871,154,98.583,True,False,False,False,9.0 | 9.8 | 9.9 | 9.1 | 10.7,,,,,,,,,
1009,lab_calcium_most_recent_date,DATE,verified,derivation_canonical_labs_rollups_mig115_script347,mig_134_patient_master_labs_cluster_20260429, | mig_134 labs cluster (Lane 25). lab_* aggregates vs mig_115 verified per-analyte canonicals + Script 347 longitudinal_lab_VIEW_v1 union; NULL-safe count semantics. | CF-mig134-PM-LAB-DATE-ANCHOR: derived *_first_date/*_last_date are DATE on CPM; joins vs TIMESTAMP lab_datetime use CAST/ DATE_TRUNC; umbrella CF-100-DATE-RETYPE.,DATE,True,10871,197,98.188,True,True,False,False,2023-10-02 | 2024-03-06 | 2023-09-20 | 2024-05-01 | 2024-10-01,,,,,,,,,
1010,lab_calcium_unit,VARCHAR,verified,derivation_canonical_labs_rollups_mig115_script347,mig_134_patient_master_labs_cluster_20260429, | mig_134 labs cluster (Lane 25). lab_* aggregates vs mig_115 verified per-analyte canonicals + Script 347 longitudinal_lab_VIEW_v1 union; NULL-safe count semantics.,VARCHAR,True,10871,10871,0.0,True,False,False,False,mg/dL | mcg | mg | ug/day | L,5.0,10871.0,0.0,0.0,10871.0,0.0,False,0.0,
1011,lab_calcium_n_censored,BIGINT,verified,derivation_canonical_labs_rollups_mig115_script347,mig_134_patient_master_labs_cluster_20260429, | mig_134 labs cluster (Lane 25). lab_* aggregates vs mig_115 verified per-analyte canonicals + Script 347 longitudinal_lab_VIEW_v1 union; NULL-safe count semantics.,BIGINT,True,10871,10871,0.0,True,False,True,False,0,,,,,,,,,
1013,cnln_total_entities,BIGINT,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities.,BIGINT,True,10871,10871,0.0,False,False,True,False,0 | 3 | 2 | 1 | 4,,,,,,,,,
1014,cnln_n_modalities,INTEGER,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities.,INTEGER,True,10871,10871,0.0,False,False,True,False,0 | 2 | 1 | 3 | 4,,,,,,,,,
1015,cnln_any_positive_any_modality,BOOLEAN,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities.,BOOLEAN,True,10871,10871,0.0,False,False,False,False,False | True,,,,,,,,,
1016,cnln_ene_any_modality,BOOLEAN,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities.,BOOLEAN,True,10871,10871,0.0,False,False,False,False,False | True,,,,,,,,,
1017,cnln_modalities_present,VARCHAR,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities.,VARCHAR,True,10871,1436,86.791,False,False,False,True,imaging; surgical_path | surgical_path | surgical_path; pathology | imaging | surgical_path; imaging,36.0,1436.0,0.0,0.0,1436.0,0.0,False,0.0,
1018,cnln_earliest_date,VARCHAR,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities. | CF-mig133-PM-CNCLN-DATE-PARSE: VARCHAR cnln_* anchor dates; TRY_CAST / DATE SSOT joins only; umbrella CF-100-DATE-RETYPE.,VARCHAR,True,10871,603,94.453,False,True,False,False,2022-10-31 | 2024-10-10 | 2022-11-14 | 2024-05-07 | 2024-01-30,472.0,0.0,0.0,0.0,603.0,0.0,False,603.0,
1019,cnln_latest_date,VARCHAR,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities. | CF-mig133-PM-CNCLN-DATE-PARSE: VARCHAR cnln_* anchor dates; TRY_CAST / DATE SSOT joins only; umbrella CF-100-DATE-RETYPE.,VARCHAR,True,10871,849,92.19,False,True,False,False,10/31/2022 | 10/10/2024 | 04/25/2023 | 05/07/2024 | 01/30/2024,583.0,0.0,0.0,0.0,849.0,0.0,False,849.0,
1020,cnln_surg_n_entities,BIGINT,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities.,BIGINT,True,10871,10871,0.0,False,False,True,False,0 | 2 | 1 | 4 | 3,,,,,,,,,
1022,cnln_surg_any_positive,BOOLEAN,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities.,BOOLEAN,True,10871,10871,0.0,False,False,True,True,False | True,,,,,,,,,
1023,cnln_surg_max_positive_count,DOUBLE,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities.,DOUBLE,True,10871,516,95.253,True,False,True,False,0.0 | 1.0 | 9.0 | 2.0 | 3.0,,,,,,,,,
1024,cnln_surg_max_total_examined,DOUBLE,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities.,DOUBLE,True,10871,159,98.537,True,False,True,False,1.0 | 11.0 | 2.0 | 10.0 | 6.0,,,,,,,,,
1025,cnln_surg_ene_any,BOOLEAN,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities.,BOOLEAN,True,10871,10871,0.0,False,False,False,True,False | True,,,,,,,,,
1026,cnln_surg_bilateral,BOOLEAN,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities.,BOOLEAN,True,10871,10871,0.0,False,False,False,False,False | True,,,,,,,,,
1027,cnln_surg_levels_mentioned,VARCHAR,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities.,VARCHAR,True,10871,1105,89.835,False,False,False,False,central neck | level II; level II|level III|level IV; central neck | level IV; level II; level III | null | level I; central neck,190.0,1105.0,0.0,0.0,1105.0,0.0,False,0.0,
1028,cnln_surg_first_date,VARCHAR,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities. | CF-mig133-PM-CNCLN-DATE-PARSE: VARCHAR cnln_* anchor dates; TRY_CAST / DATE SSOT joins only; umbrella CF-100-DATE-RETYPE.,VARCHAR,True,10871,484,95.548,False,True,False,False,2022-10-31 | 2024-10-10 | 2022-11-14 | 2024-05-07 | 2024-01-30,380.0,0.0,0.0,0.0,484.0,0.0,False,484.0,
1029,cnln_surg_last_date,VARCHAR,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities. | CF-mig133-PM-CNCLN-DATE-PARSE: VARCHAR cnln_* anchor dates; TRY_CAST / DATE SSOT joins only; umbrella CF-100-DATE-RETYPE.,VARCHAR,True,10871,721,93.368,False,True,False,False,10/31/2022 | 10/10/2024 | 04/25/2023 | 05/07/2024 | 01/30/2024,495.0,0.0,0.0,0.0,721.0,0.0,False,721.0,
1031,cnln_surg_avg_confidence,DOUBLE,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities.,DOUBLE,True,10871,1241,88.584,False,False,False,False,0.925 | 0.95 | 0.9374999999999999 | 0.9499999999999998 | 0.942,,,,,,,,,
1032,cnln_img_n_entities,BIGINT,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities.,BIGINT,True,10871,10871,0.0,False,False,True,False,0 | 1 | 2 | 3 | 4,,,,,,,,,
1033,cnln_img_any_suspicious,BOOLEAN,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities.,BOOLEAN,True,10871,10871,0.0,False,False,False,False,False | True,,,,,,,,,
1034,cnln_img_max_size_cm,DOUBLE,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities.,DOUBLE,True,10871,57,99.476,True,False,False,False,2.6 | 1.25 | 1.1 | 0.8 | 1.9,,,,,,,,,
1035,cnln_img_laterality,VARCHAR,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities.,VARCHAR,True,10871,272,97.498,False,False,False,False,right | left | bilateral | right; bilateral | null,31.0,272.0,0.0,0.0,272.0,0.0,False,0.0,
1036,cnln_img_levels_mentioned,VARCHAR,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities.,VARCHAR,True,10871,241,97.783,False,False,False,False,lateral neck | level VI | level III | cervical | level IV,62.0,241.0,0.0,0.0,241.0,0.0,False,0.0,
1037,cnln_img_first_date,VARCHAR,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities. | CF-mig133-PM-CNCLN-DATE-PARSE: VARCHAR cnln_* anchor dates; TRY_CAST / DATE SSOT joins only; umbrella CF-100-DATE-RETYPE.,VARCHAR,True,10871,134,98.767,False,True,False,False,2022-10-31 | 2024-10-17 | 2024-01-02 | 2024-10-08 | 1991-07-17,125.0,0.0,0.0,0.0,134.0,0.0,False,134.0,
1038,cnln_img_last_date,VARCHAR,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities. | CF-mig133-PM-CNCLN-DATE-PARSE: VARCHAR cnln_* anchor dates; TRY_CAST / DATE SSOT joins only; umbrella CF-100-DATE-RETYPE.,VARCHAR,True,10871,166,98.473,False,True,False,False,2022-10-31 | 2024-10-17 | 2024-01-02 | 2024-10-08 | 2023-04-03,150.0,0.0,0.0,0.0,166.0,0.0,False,166.0,
1039,cnln_img_avg_confidence,DOUBLE,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities.,DOUBLE,True,10871,326,97.001,False,False,False,False,0.95 | 0.85 | 0.9 | 0.9333333333333332 | 0.865,,,,,,,,,
1040,cnln_path_n_entities,BIGINT,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities.,BIGINT,True,10871,10871,0.0,False,False,True,False,0 | 3 | 1 | 2 | 4,,,,,,,,,
1041,cnln_path_any_positive,BOOLEAN,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities.,BOOLEAN,True,10871,10871,0.0,False,False,True,True,False | True,,,,,,,,,
1042,cnln_path_max_positive_count,DOUBLE,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities.,DOUBLE,True,10871,86,99.209,True,False,True,False,1.0 | 0.0 | 5.0 | 2.0 | 10.0,,,,,,,,,
1043,cnln_path_ene_any,BOOLEAN,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities.,BOOLEAN,True,10871,31,99.715,False,False,False,True,True | False,,,,,,,,,
