ordinal_position,column_name,data_type,verification_status,verification_method,batch_id,registry_notes,n_rows,null_or_blank,non_null,distinct_raw,distinct_norm,leading_trailing_rows,repeated_ws_rows,non_lower_rows,top_norm_count,norm_groups_with_raw_variants,null_pct,top_norm_pct_of_nonnull,norm_distinct_pct_of_nonnull,column_class,semantic_family,is_enum_candidate,rare_value_count,drift_issue_count
844,recurrence_type,VARCHAR,verified,derivation_vs_canonical_recurrence_v1_mig_123_rebuild,mig_138_patient_master_recurrence_response_cluster_20260429," | mig_138 recurrence cluster (Lane 28). Spine: canonical_recurrence_v1 (Script 203b / mig_123). ≤5% post-rebuild lineage drift flagged CF-mig138-CPM-RECURRENCE-SPINE-RESYNC-PENDING — CPM resync gated explicitly. | mig_139 (2026-04-29): CPM recurrence-spine resync from canonical_recurrence_v1 (mig_123 rebuild). Pre-mig_139 drift was 303-1,338 mismatches per col (worst: recurrence_site=1,338); PM was undercounting recurrence_confirmed by ~5x (82 TRUE vs SSOT 514). Post-resync drift = 0 across all 9 cols. CF-mig138-CPM-RECURRENCE-SPINE-RESYNC-PENDING CLOSED. Note: recurrence_date remains TIMESTAMP per upstream CF-mig123-RECURRENCE-DATE-RETYPE; calendar retype is a separate cross-table batch.",10871,0,10871,7,7,0,0,0,9583,0,0.0,88.152,0.064,controlled_vocab_candidate,recurrence_survival,True,0,0
847,rln_classification,VARCHAR,verified,rln_refined_extracted_rln_injury_v2,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). RLN refined spine: extracted_rln_injury_refined_v2 / complications tier labels (complements comp_rln_injury_* phenotype cols).,10871,10779,92,4,4,0,0,0,34,0,99.154,36.957,4.348,controlled_vocab_candidate,other,True,0,0
850,rln_injury_evidence,VARCHAR,verified,rln_refined_extracted_rln_injury_v2,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). RLN refined spine: extracted_rln_injury_refined_v2 / complications tier labels (complements comp_rln_injury_* phenotype cols).,10871,10779,92,3,3,0,0,0,53,0,99.154,57.609,3.261,possible_enum_review,other,True,0,0
853,rln_injury_type,VARCHAR,verified,rln_refined_extracted_rln_injury_v2,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). RLN refined spine: extracted_rln_injury_refined_v2 / complications tier labels (complements comp_rln_injury_* phenotype cols).,10871,10779,92,4,4,0,0,0,42,0,99.154,45.652,4.348,controlled_vocab_candidate,other,True,0,0
854,rln_laterality,VARCHAR,verified,rln_refined_extracted_rln_injury_v2,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). RLN refined spine: extracted_rln_injury_refined_v2 / complications tier labels (complements comp_rln_injury_* phenotype cols).,10871,10859,12,3,3,0,0,0,7,0,99.89,58.333,25.0,controlled_vocab_candidate,laterality,True,0,0
856,rln_status,VARCHAR,verified,rln_refined_extracted_rln_injury_v2,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). RLN refined spine: extracted_rln_injury_refined_v2 / complications tier labels (complements comp_rln_injury_* phenotype cols).,10871,0,10871,4,4,0,0,0,7979,0,0.0,73.397,0.037,controlled_vocab_candidate,other,True,0,0
857,rln_temporality,VARCHAR,verified,rln_refined_extracted_rln_injury_v2,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). RLN refined spine: extracted_rln_injury_refined_v2 / complications tier labels (complements comp_rln_injury_* phenotype cols).,10871,10779,92,2,2,0,0,0,86,0,99.154,93.478,2.174,controlled_vocab_candidate,other,True,0,0
859,seroma_status,VARCHAR,verified,derivation_legacy_complication_status_varchar_complications_table,mig_135_patient_master_complications_cluster_20260429, | mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.,10871,0,10871,4,4,0,0,0,9997,0,0.0,91.96,0.037,controlled_vocab_candidate,other,True,1,1
860,sex,VARCHAR,verified,derivation_vs_clinical_master_demographics,mig_143_patient_master_small_clusters_bundle_20260429, | mig_143 demographics shard. sex/race passthrough cohort spine + normalized enums; combined with derivation_ages_arithmetic / derivation_bmi_hierarchy overlays.,10871,0,10871,2,2,0,0,0,8459,0,0.0,77.813,0.018,controlled_vocab_candidate,demographics,True,0,0
863,surg_procedure_type,VARCHAR,verified,derivation_procedure_spine_vs_operative_events_mig118_family,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). surg_* procedure flags/counts vs operative spine + procedure codes family (mig_118).,10871,2138,8733,4,4,0,0,0,4561,0,19.667,52.227,0.046,controlled_vocab_candidate,treatment,True,1,1
868,surv_recurrence_risk_band,VARCHAR,verified,derivation_vs_canonical_survival_followup_v1,mig_155_patient_master_risk_scoring_survival_genetics_cluster_20260429," | mig_155 risk-scoring cluster (155f surv_*). Patient-grain aggregates: max follow-up time, capped horizon, event counts / risk band / Tg log-slope vs canonical_survival_followup_v1 + canonical_labs_thyroglobulin_v1 lane. CF-mig155-SURV-VS-MIG141-CROSS (family consistency vs mig_141 survival cluster).",10871,7107,3764,3,3,0,0,0,1552,0,65.376,41.233,0.08,controlled_vocab_candidate,risk_scoring,True,0,0
871,sx_llm_extraction_method,VARCHAR,verified,extraction_faithfulness_vs_note_entities_llm_presenting_symptoms,mig_157_patient_master_clinical_residual_cluster_20260429, | mig_157 Lane 46 (157a). sx_llm_* + sx_nlp_* vs note_entities_llm_presenting_symptoms; sparse NULL cohort on sx_nlp (CF). | CF-mig157-VALUE-DEGENERATE-UPSTREAM-sx_llm_extraction_method: single distinct string.,10871,10755,116,1,1,0,0,0,116,0,98.933,100.0,0.862,degenerate_single_value,provenance,True,0,0
880,syn_architecture,VARCHAR,verified,extraction_faithfulness_synoptic_cleaned_field,mig_149_patient_master_synoptic_pathology_cluster_20260429, | mig_149 synoptic-pathology cluster (Lane 39). Script-214-style cleaners on tumor_1_* synoptic fields (semicolon strip). Findings-primary vs staging per feedback_findings_vs_staging.md.,10871,9469,1402,85,79,0,8,0,741,6,87.103,52.853,5.635,high_cardinality_text,other,False,0,0
883,syn_capsular_invasion_clean,VARCHAR,verified,extraction_faithfulness_synoptic_cleaned_field,mig_149_patient_master_synoptic_pathology_cluster_20260429, | mig_149 synoptic-pathology cluster (Lane 39). Script-214-style cleaners on tumor_1_* synoptic fields (semicolon strip). Findings-primary vs staging per feedback_findings_vs_staging.md.,10871,9745,1126,4,4,0,0,0,590,0,89.642,52.398,0.355,controlled_vocab_candidate,other,True,0,0
890,syn_frozen_section_result,VARCHAR,verified,derivation_vs_canonical_frozen_section_events_v1,mig_143_patient_master_small_clusters_bundle_20260429, | mig_143 frozen shard. Replay vs canonical_frozen_section_events_v1 mig_100 USING filter (result_raw populated OR synoptic_excel parsed) matching Script**360** `frozen_n_total`; naive unfiltered COUNT≠PM by design (451-patient informational delta). syn_* columns synoptic pathology slice paired with mig_119 rollup close-out.,10871,6810,4061,3860,3838,1245,2343,4004,32,21,62.644,0.788,94.509,high_cardinality_text,other,False,0,0
899,syn_isthmus_size_cm,VARCHAR,verified,patient_level_aggregate_synoptic_per_specimen,mig_149_patient_master_synoptic_pathology_cluster_20260429, | mig_149 synoptic-pathology cluster (Lane 39). Morphometry from path_synoptics ll/rl/isthmus size+weight + parathyroid counts/specimen flag; non-null-first then latest surg_date ordering.,10871,6890,3981,3500,3102,1734,432,64,12,333,63.38,0.301,77.92,high_cardinality_text,other,False,0,0
901,syn_ki67_index,VARCHAR,verified,derivation_vs_path_synoptics_source,mig_149_patient_master_synoptic_pathology_cluster_20260429, | mig_149 synoptic-pathology cluster (Lane 39). Mitotic/numeric grade + Ki-67 VARCHAR + Hurthle/C-cell boolean composites from tumor_1 + benign synoptic slots (Script 214 lineage).,10871,10853,18,13,13,0,0,0,3,0,99.834,16.667,72.222,controlled_vocab_candidate,other,True,0,0
902,syn_left_lobe_size_cm,VARCHAR,verified,patient_level_aggregate_synoptic_per_specimen,mig_149_patient_master_synoptic_pathology_cluster_20260429, | mig_149 synoptic-pathology cluster (Lane 39). Morphometry from path_synoptics ll/rl/isthmus size+weight + parathyroid counts/specimen flag; non-null-first then latest surg_date ordering.,10871,3667,7204,6715,6149,3091,882,90,33,452,33.732,0.458,85.355,high_cardinality_text,other,False,0,0
904,syn_lymphatic_invasion_clean,VARCHAR,verified,extraction_faithfulness_synoptic_cleaned_field,mig_149_patient_master_synoptic_pathology_cluster_20260429, | mig_149 synoptic-pathology cluster (Lane 39). Script-214-style cleaners on tumor_1_* synoptic fields (semicolon strip). Findings-primary vs staging per feedback_findings_vs_staging.md.,10871,7439,3432,5,5,0,0,0,3307,0,68.43,96.358,0.146,controlled_vocab_candidate,other,True,1,1
905,syn_margin_distance_mm_raw_str,VARCHAR,verified,auto_passthrough_raw_str,mig_149_patient_master_synoptic_pathology_cluster_20260429," | mig_149 synoptic-pathology cluster (Lane 39). margin: syn_margin_distance_mm_num from TRY_CAST(NULLIF raw,'nan'); raw_str preserves literal nan per Script 248 PRESERVE_RAW (CF-mig149-SYN-MARGIN-RAW-NAN).",10871,2,10869,53,53,0,0,0,9517,0,0.018,87.561,0.488,free_text_or_identifier,other,False,0,0
906,syn_margin_status_synoptic,VARCHAR,verified,synoptic_surface_upstream_preservation_no_row_number,mig_132_patient_master_pathology_cluster_20260429, | mig_132 pathology cluster (Lane 23). syn_* + ene_path_synoptic; upstream synoptic_row_ix preserved — never ROW_NUMBER()-synthesized.,10871,6914,3957,12,10,0,0,11,3358,2,63.6,84.862,0.253,controlled_vocab_candidate,other,True,5,7
908,syn_mitotic_rate_qualifier,VARCHAR,verified,derivation_vs_path_synoptics_source,mig_149_patient_master_synoptic_pathology_cluster_20260429, | mig_149 synoptic-pathology cluster (Lane 39). Mitotic/numeric grade + Ki-67 VARCHAR + Hurthle/C-cell boolean composites from tumor_1 + benign synoptic slots (Script 214 lineage).,10871,10464,407,4,4,0,0,0,394,0,96.256,96.806,0.983,controlled_vocab_candidate,other,True,1,1
912,syn_necrosis_clean,VARCHAR,verified,extraction_faithfulness_synoptic_cleaned_field,mig_149_patient_master_synoptic_pathology_cluster_20260429, | mig_149 synoptic-pathology cluster (Lane 39). Script-214-style cleaners on tumor_1_* synoptic fields (semicolon strip). Findings-primary vs staging per feedback_findings_vs_staging.md.,10871,10145,726,3,3,0,0,0,715,0,93.322,98.485,0.413,controlled_vocab_candidate,other,True,0,0
914,syn_right_lobe_size_cm,VARCHAR,verified,patient_level_aggregate_synoptic_per_specimen,mig_149_patient_master_synoptic_pathology_cluster_20260429, | mig_149 synoptic-pathology cluster (Lane 39). Morphometry from path_synoptics ll/rl/isthmus size+weight + parathyroid counts/specimen flag; non-null-first then latest surg_date ordering.,10871,3813,7058,6599,6031,3183,924,93,39,457,35.075,0.553,85.449,high_cardinality_text,other,False,0,0
917,syn_tumor2_histologic_type,VARCHAR,verified,synoptic_surface_upstream_preservation_no_row_number,mig_132_patient_master_pathology_cluster_20260429, | mig_132 pathology cluster (Lane 23). syn_* + ene_path_synoptic; upstream synoptic_row_ix preserved — never ROW_NUMBER()-synthesized.,10871,9525,1346,32,29,8,1,1304,1162,2,87.618,86.33,2.155,controlled_vocab_candidate,other,True,21,23
918,syn_tumor2_size_cm,VARCHAR,verified,synoptic_surface_upstream_preservation_no_row_number,mig_132_patient_master_pathology_cluster_20260429, | mig_132 pathology cluster (Lane 23). syn_* + ene_path_synoptic; upstream synoptic_row_ix preserved — never ROW_NUMBER()-synthesized.,10871,9567,1304,87,87,0,0,0,189,0,88.005,14.494,6.672,high_cardinality_text,other,False,0,0
919,tert_platforms_v9,VARCHAR,verified,derivation_vs_canonical_molecular_genetics_v2,mig_137_patient_master_molecular_cluster_20260429, | mig_137 molecular cluster (Lane 27). TERT: v2 tert_flag OR tert_present vs tert_positive*; tert_positive_final 1-patient edge vs v2 rollup; v9 counters/platform LIST passthrough from Phase 9 consolidation.,10871,10795,76,3,3,0,0,76,33,0,99.301,43.421,3.947,controlled_vocab_candidate,molecular,True,0,0
922,tert_status_v7,VARCHAR,verified,derivation_vs_canonical_molecular_genetics_v2,mig_137_patient_master_molecular_cluster_20260429, | mig_137 molecular cluster (Lane 27). TERT: v2 tert_flag OR tert_present vs tert_positive*; tert_positive_final 1-patient edge vs v2 rollup; v9 counters/platform LIST passthrough from Phase 9 consolidation.,10871,847,10024,2,2,0,0,0,9948,0,7.791,99.242,0.02,controlled_vocab_candidate,molecular,True,0,0
925,tert_variant_v9,VARCHAR,verified,derivation_vs_canonical_molecular_genetics_v2,mig_137_patient_master_molecular_cluster_20260429, | mig_137 molecular cluster (Lane 27). TERT: v2 tert_flag OR tert_present vs tert_positive*; tert_positive_final 1-patient edge vs v2 rollup; v9 counters/platform LIST passthrough from Phase 9 consolidation.,10871,10795,76,3,3,0,0,53,50,0,99.301,65.789,3.947,controlled_vocab_candidate,histology,True,0,0
933,tg_trajectory_class,VARCHAR,verified,response_to_therapy_ata_classification_logic,mig_138_patient_master_recurrence_response_cluster_20260429, | mig_138 recurrence cluster (Lane 28). Tg trajectory + limitation flags underpin structured response-to-therapy phenotyping; labs-lane `tg_lab_*` columns verified separately (mig_134). ATA composite logic references longitudinal lab + recurrence SSOT.,10871,8150,2721,5,5,0,0,0,1160,0,74.97,42.631,0.184,controlled_vocab_candidate,other,True,0,0
959,vasc_grade,VARCHAR,verified,derivation_vs_canonical_invasion_events_v1,mig_154_patient_master_pathology_invasion_cluster_20260429, | mig_154 pathology-invasion (154b vascular). WHO 2022 ladder + vessel extrema; internal consistency v13 vasc_* tier. CF-mig154-PM-VI-VS-INVASION-EVENT-PRESENT + CF-mig154-INVASION-FAMILY-LINEAGE.,10871,7120,3751,4,4,0,0,0,3281,0,65.495,87.47,0.107,controlled_vocab_candidate,other,True,0,0
960,vasc_grade_final_v13,VARCHAR,verified,derivation_vs_canonical_invasion_events_v1,mig_154_patient_master_pathology_invasion_cluster_20260429, | mig_154 pathology-invasion (154b vascular). WHO 2022 ladder + vessel extrema; internal consistency v13 vasc_* tier. CF-mig154-PM-VI-VS-INVASION-EVENT-PRESENT + CF-mig154-INVASION-FAMILY-LINEAGE.,10871,7120,3751,4,4,0,0,0,3281,0,65.495,87.47,0.107,controlled_vocab_candidate,other,True,0,0
961,vasc_source_final_v13,VARCHAR,verified,derivation_vs_canonical_invasion_events_v1,mig_154_patient_master_pathology_invasion_cluster_20260429, | mig_154 pathology-invasion (154b vascular). WHO 2022 ladder + vessel extrema; internal consistency v13 vasc_* tier. CF-mig154-PM-VI-VS-INVASION-EVENT-PRESENT + CF-mig154-INVASION-FAMILY-LINEAGE.,10871,7120,3751,3,3,0,0,0,3691,0,65.495,98.4,0.08,possible_enum_review,provenance,True,0,0
963,vascular_invasion_grade,VARCHAR,verified,derivation_vs_canonical_invasion_events_v1,mig_154_patient_master_pathology_invasion_cluster_20260429, | mig_154 pathology-invasion (154b vascular). WHO 2022 ladder + vessel extrema; internal consistency v13 vasc_* tier. CF-mig154-PM-VI-VS-INVASION-EVENT-PRESENT + CF-mig154-INVASION-FAMILY-LINEAGE.,10871,7120,3751,4,4,0,0,0,3281,0,65.495,87.47,0.107,controlled_vocab_candidate,other,True,0,0
964,vascular_who_2022_grade,VARCHAR,verified,derivation_vs_canonical_invasion_events_v1,mig_154_patient_master_pathology_invasion_cluster_20260429, | mig_154 pathology-invasion (154b vascular). WHO 2022 ladder + vessel extrema; internal consistency v13 vasc_* tier. CF-mig154-PM-VI-VS-INVASION-EVENT-PRESENT + CF-mig154-INVASION-FAMILY-LINEAGE.,10871,10471,400,2,2,0,0,0,231,0,96.32,57.75,0.5,controlled_vocab_candidate,other,True,0,0
967,voice_followup_completeness,VARCHAR,verified,prm_rule_followup_adequacy_chain,mig_141_patient_master_survival_cluster_20260429, | mig_141 survival cluster (Lane 30). PRM follow-up adequacy chain vs thyroglobulin_lab_canonical_v1 / longitudinal_lab_canonical_v1 (Lane 25) + complication phenotyping (mig_135) + voice/RLN follow-up slice (mig_98c); INTEGER/BOOLEAN counts per PRM v12 rollup rules.,10871,0,10871,2,2,0,0,0,10846,0,0.0,99.77,0.018,controlled_vocab_candidate,other,True,0,0
968,voice_outcome_category,VARCHAR,verified,derivation_vs_canonical_complications_events_v1,mig_157_patient_master_clinical_residual_cluster_20260429, | mig_157 Lane 46 (157h). voice_*/concern_* complications phenotype; wound_infection_status notes.,10871,0,10871,4,4,0,0,0,10846,0,0.0,99.77,0.037,controlled_vocab_candidate,other,True,2,2
971,worst_ete_v10,VARCHAR,verified,derivation_vs_canonical_ete_subgrade_events_v1,mig_140_patient_master_ete_cluster_20260429, | mig_140 ETE cluster (Lane 29). worst_ete_v10 + ete_refined_grade pinned to mig114 canonical_ete_subgrade_events_v1 / rollup worst-mention logic.,10871,9680,1191,3,3,0,0,0,1089,0,89.044,91.436,0.252,controlled_vocab_candidate,other,True,0,0
972,wound_infection_status,VARCHAR,verified,derivation_vs_canonical_complications_events_v1,mig_157_patient_master_clinical_residual_cluster_20260429, | mig_157 Lane 46 (157h). voice_*/concern_* complications phenotype; wound_infection_status notes.,10871,0,10871,4,4,0,0,0,10855,0,0.0,99.853,0.037,controlled_vocab_candidate,other,True,2,2
980,lab_tsh_unit,VARCHAR,verified,derivation_canonical_labs_rollups_mig115_script347,mig_134_patient_master_labs_cluster_20260429, | mig_134 labs cluster (Lane 25). lab_* aggregates vs mig_115 verified per-analyte canonicals + Script 347 longitudinal_lab_VIEW_v1 union; NULL-safe count semantics.,10871,0,10871,9,7,0,0,10870,10806,2,0.0,99.402,0.064,controlled_vocab_candidate,other,True,5,5
990,lab_vitd_unit,VARCHAR,verified,derivation_canonical_labs_rollups_mig115_script347,mig_134_patient_master_labs_cluster_20260429, | mig_134 labs cluster (Lane 25). lab_* aggregates vs mig_115 verified per-analyte canonicals + Script 347 longitudinal_lab_VIEW_v1 union; NULL-safe count semantics.,10871,0,10871,3,3,0,0,10870,10869,0,0.0,99.982,0.028,controlled_vocab_candidate,other,True,2,2
1000,lab_pth_unit,VARCHAR,verified,derivation_canonical_labs_rollups_mig115_script347,mig_134_patient_master_labs_cluster_20260429, | mig_134 labs cluster (Lane 25). lab_* aggregates vs mig_115 verified per-analyte canonicals + Script 347 longitudinal_lab_VIEW_v1 union; NULL-safe count semantics.,10871,0,10871,2,2,0,0,10871,10870,0,0.0,99.991,0.018,controlled_vocab_candidate,other,True,1,1
1010,lab_calcium_unit,VARCHAR,verified,derivation_canonical_labs_rollups_mig115_script347,mig_134_patient_master_labs_cluster_20260429, | mig_134 labs cluster (Lane 25). lab_* aggregates vs mig_115 verified per-analyte canonicals + Script 347 longitudinal_lab_VIEW_v1 union; NULL-safe count semantics.,10871,0,10871,5,5,0,0,10868,10867,0,0.0,99.963,0.046,controlled_vocab_candidate,other,True,4,4
1017,cnln_modalities_present,VARCHAR,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities.,10871,9435,1436,36,36,0,0,0,919,0,86.791,63.997,2.507,controlled_vocab_candidate,other,True,16,16
1018,cnln_earliest_date,VARCHAR,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities. | CF-mig133-PM-CNCLN-DATE-PARSE: VARCHAR cnln_* anchor dates; TRY_CAST / DATE SSOT joins only; umbrella CF-100-DATE-RETYPE.,10871,10268,603,472,472,0,0,0,5,0,94.453,0.829,78.275,date_or_timestamp_text,other,False,0,0
1019,cnln_latest_date,VARCHAR,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities. | CF-mig133-PM-CNCLN-DATE-PARSE: VARCHAR cnln_* anchor dates; TRY_CAST / DATE SSOT joins only; umbrella CF-100-DATE-RETYPE.,10871,10022,849,583,583,0,0,0,7,0,92.19,0.824,68.669,date_or_timestamp_text,other,False,0,0
1027,cnln_surg_levels_mentioned,VARCHAR,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities.,10871,9766,1105,190,190,0,0,343,636,0,89.835,57.557,17.195,high_cardinality_text,other,False,0,0
1028,cnln_surg_first_date,VARCHAR,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities. | CF-mig133-PM-CNCLN-DATE-PARSE: VARCHAR cnln_* anchor dates; TRY_CAST / DATE SSOT joins only; umbrella CF-100-DATE-RETYPE.,10871,10387,484,380,380,0,0,0,4,0,95.548,0.826,78.512,date_or_timestamp_text,other,False,0,0
1029,cnln_surg_last_date,VARCHAR,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities. | CF-mig133-PM-CNCLN-DATE-PARSE: VARCHAR cnln_* anchor dates; TRY_CAST / DATE SSOT joins only; umbrella CF-100-DATE-RETYPE.,10871,10150,721,495,495,0,0,0,7,0,93.368,0.971,68.655,date_or_timestamp_text,other,False,0,0
1030,cnln_surg_source_note_types,VARCHAR,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities.,10871,9630,1241,39,39,0,0,0,600,0,88.584,48.348,3.143,free_text_or_identifier,provenance,False,0,0
1035,cnln_img_laterality,VARCHAR,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities.,10871,10599,272,31,31,0,0,0,94,0,97.498,34.559,11.397,controlled_vocab_candidate,laterality,True,20,20
1036,cnln_img_levels_mentioned,VARCHAR,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities.,10871,10630,241,62,62,0,0,86,93,0,97.783,38.589,25.726,high_cardinality_text,other,False,0,0
1037,cnln_img_first_date,VARCHAR,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities. | CF-mig133-PM-CNCLN-DATE-PARSE: VARCHAR cnln_* anchor dates; TRY_CAST / DATE SSOT joins only; umbrella CF-100-DATE-RETYPE.,10871,10737,134,125,125,0,0,0,2,0,98.767,1.493,93.284,date_or_timestamp_text,other,False,0,0
1038,cnln_img_last_date,VARCHAR,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities. | CF-mig133-PM-CNCLN-DATE-PARSE: VARCHAR cnln_* anchor dates; TRY_CAST / DATE SSOT joins only; umbrella CF-100-DATE-RETYPE.,10871,10705,166,150,150,0,0,0,3,0,98.473,1.807,90.361,date_or_timestamp_text,other,False,0,0
1048,cnln_source_table,VARCHAR,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities.,10871,0,10871,1,1,0,0,0,10871,0,0.0,100.0,0.009,degenerate_single_value,provenance,True,0,0
1049,recurrence_site_raw,VARCHAR,verified,derivation_vs_canonical_recurrence_resolved_v1,mig_138_patient_master_recurrence_response_cluster_20260429, | mig_138 recurrence cluster (Lane 28). Extended recurrence_site_* / pathology / staging rollups sourced from mig_125 resolved family + pathology spine; `recurrence_histology_v2` cleared from Lane 22 pathology defer bucket.,10871,10794,77,69,67,37,9,76,6,2,99.292,7.792,87.013,free_text_or_identifier,recurrence_survival,False,0,0
1050,recurrence_laterality,VARCHAR,verified,derivation_vs_canonical_recurrence_resolved_v1,mig_138_patient_master_recurrence_response_cluster_20260429, | mig_138 recurrence cluster (Lane 28). Extended recurrence_site_* / pathology / staging rollups sourced from mig_125 resolved family + pathology spine; `recurrence_histology_v2` cleared from Lane 22 pathology defer bucket.,10871,10814,57,3,3,0,0,0,31,0,99.476,54.386,5.263,controlled_vocab_candidate,laterality,True,0,0
1051,recurrence_site_source,VARCHAR,verified,derivation_vs_canonical_recurrence_resolved_v1,mig_138_patient_master_recurrence_response_cluster_20260429, | mig_138 recurrence cluster (Lane 28). Extended recurrence_site_* / pathology / staging rollups sourced from mig_125 resolved family + pathology spine; `recurrence_histology_v2` cleared from Lane 22 pathology defer bucket.,10871,10794,77,1,1,0,0,0,77,0,99.292,100.0,1.299,degenerate_single_value,recurrence_survival,True,0,0
1053,followup_all_sources,VARCHAR,verified,patient_level_aggregate_followup_per_source,mig_141_patient_master_survival_cluster_20260429, | mig_141 survival cluster (Lane 30). Follow-up stack vs Script 233/218 union + canonical_survival_followup_v1 spine (not naive equality to days_from_first_surgery_to_last_contact alone); DATE-typed calendar anchors for followup_or_death_date per feedback_clinical_dates_calendar_only.,10871,10,10861,281,281,0,0,0,3140,0,0.092,28.911,2.587,free_text_or_identifier,provenance,False,0,0
1054,followup_recovery_method,VARCHAR,verified,patient_level_aggregate_followup_per_source,mig_141_patient_master_survival_cluster_20260429, | mig_141 survival cluster (Lane 30). Follow-up stack vs Script 233/218 union + canonical_survival_followup_v1 spine (not naive equality to days_from_first_surgery_to_last_contact alone); DATE-typed calendar anchors for followup_or_death_date per feedback_clinical_dates_calendar_only.,10871,10,10861,19,19,0,0,0,4983,0,0.092,45.88,0.175,controlled_vocab_candidate,provenance,True,1,1
1062,nucmed_lab_source,VARCHAR,verified,patient_level_aggregate_nucmed_per_scan,mig_147_patient_master_nucmed_imaging_cluster_20260429, | mig_147 stim scan linkage (Lane 37). **`nucmed_first_scan_with_labs`/`_last_scan_with_labs`**: DATE-intent rollup from **`scandate`** as persisted (**VARCHAR** on CPM) — CF-mig147-PM-NUCMED-DATE-VARCHAR. **`nucmed_lab_source`** literal `nuclear_med.lab_summary`.,10871,10424,447,1,1,0,0,0,447,0,95.888,100.0,0.224,degenerate_single_value,provenance,True,0,0
1063,ct_indication_first,VARCHAR,verified,derivation_vs_canonical_ct_imaging_v1,mig_145_patient_master_ct_imaging_cluster_20260429," | mig_145 CT cluster (Lane 35). Non-boolean rollups (MIN/MAX exam DATE, DISTINCT exam counts, first-exam contrast/type, STRING_AGG/indication + last-exam thyroid/LN/airway TEXT, MAX LN short-axis mm) replayed vs main.ct_imaging with 219 ct_only exam filter + script 219 staging; calendar dates are DATE; NULL where no CT roll-up.",10871,7837,3034,2504,2417,0,57,2699,86,60,72.091,2.835,79.664,high_cardinality_text,other,False,0,0
