column_name,data_type,is_nullable,ordinal_position,non_null_count,coverage_pct,inferred_source,description
nlp_rec_any_mentioned,BOOLEAN,YES,492,133,1.2,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_rec_confidence_tier,VARCHAR,YES,493,133,1.2,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_rec_disease_free_mentioned,BOOLEAN,YES,494,133,1.2,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_rec_earliest_date,DATE,YES,495,91,0.8,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_rec_has_data,BOOLEAN,YES,496,133,1.2,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_rec_n_entities,BIGINT,YES,497,133,1.2,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_rec_type_worst,VARCHAR,YES,498,133,1.2,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_survfu_has_data,BOOLEAN,YES,499,2911,26.8,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_survfu_key_finding,VARCHAR,YES,500,2911,26.8,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_survfu_n_entities,BIGINT,YES,501,2911,26.8,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_survfu_n_notes,BIGINT,YES,502,2911,26.8,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_symptoms_has_data,BOOLEAN,YES,503,116,1.1,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_symptoms_key_finding,VARCHAR,YES,504,116,1.1,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_symptoms_n_entities,BIGINT,YES,505,116,1.1,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_symptoms_n_notes,BIGINT,YES,506,116,1.1,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_synoptic_has_data,BOOLEAN,YES,507,8,0.1,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_synoptic_key_finding,VARCHAR,YES,508,8,0.1,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_synoptic_n_entities,BIGINT,YES,509,8,0.1,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_synoptic_n_notes,BIGINT,YES,510,8,0.1,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_tg_has_data,BOOLEAN,YES,511,49,0.5,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_tg_n_entities,BIGINT,YES,512,49,0.5,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_tg_rising_mentioned,BOOLEAN,YES,513,49,0.5,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_tg_undetectable_mentioned,BOOLEAN,YES,514,49,0.5,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_tirads_has_component_detail,BOOLEAN,YES,515,1714,15.8,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_tirads_has_data,BOOLEAN,YES,516,1715,15.8,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_tirads_max_category,VARCHAR,YES,517,1714,15.8,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_tirads_n_entities,BIGINT,YES,518,1715,15.8,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_tirads_n_notes,BIGINT,YES,519,1715,15.8,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_usnodule_has_data,BOOLEAN,YES,520,18,0.2,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_usnodule_key_finding,VARCHAR,YES,521,18,0.2,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_usnodule_n_entities,BIGINT,YES,522,18,0.2,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_usnodule_n_notes,BIGINT,YES,523,18,0.2,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_vasc_confidence_tier,VARCHAR,YES,524,653,6.0,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_vasc_has_data,BOOLEAN,YES,525,653,6.0,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_vasc_n_entities,BIGINT,YES,526,653,6.0,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_vasc_positive_mentioned,BOOLEAN,YES,527,653,6.0,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nras_positive_v11,BOOLEAN,YES,528,348,3.2,gold_master_patient_facts_v1,BOOLEAN field
nsqip_age_at_surgery,DOUBLE,YES,529,1410,13.0,nsqip_data,NSQIP perioperative quality data
nsqip_asa_class,VARCHAR,YES,530,1410,13.0,nsqip_data,NSQIP perioperative quality data
nsqip_bmi,DOUBLE,YES,531,1409,13.0,nsqip_data,NSQIP perioperative quality data
nsqip_diabetes,VARCHAR,YES,532,1410,13.0,nsqip_data,NSQIP perioperative quality data
nsqip_functional_status,VARCHAR,YES,533,1410,13.0,nsqip_data,NSQIP perioperative quality data
nsqip_height_in,DOUBLE,YES,534,1409,13.0,nsqip_data,NSQIP perioperative quality data
nsqip_hypertension,VARCHAR,YES,535,1410,13.0,nsqip_data,NSQIP perioperative quality data
nsqip_length_of_stay_days,BIGINT,YES,536,1410,13.0,nsqip_data,NSQIP perioperative quality data
nsqip_sex,VARCHAR,YES,537,1410,13.0,nsqip_data,NSQIP perioperative quality data
nsqip_smoker,VARCHAR,YES,538,1410,13.0,nsqip_data,NSQIP perioperative quality data
nsqip_source,VARCHAR,YES,539,1410,13.0,nsqip_data,NSQIP perioperative quality data
nsqip_weight_lbs,DOUBLE,YES,540,1410,13.0,nsqip_data,NSQIP perioperative quality data
ntrk_positive_v7,BOOLEAN,YES,541,10024,92.2,gold_master_patient_facts_v1,BOOLEAN field
nucmed_has_rai_scan,BOOLEAN,YES,542,1148,10.6,nuclear_med,Nuclear medicine data
nucmed_n_scans,BIGINT,YES,543,1148,10.6,nuclear_med,Nuclear medicine data
nucmed_scan_types,VARCHAR,YES,544,1120,10.3,nuclear_med,Nuclear medicine data
nucmed_uptake_24hr_max,DOUBLE,YES,545,599,5.5,nuclear_med,Nuclear medicine data
op_drain_placed_any,BOOLEAN,YES,546,169,1.6,gold_master_patient_facts_v1,BOOLEAN field
op_esophageal_inv_any,BOOLEAN,YES,547,0,0.0,gold_master_patient_facts_v1,BOOLEAN field
op_findings_summary,VARCHAR,YES,548,587,5.4,gold_master_patient_facts_v1,VARCHAR field
op_intraop_gross_ete_any,BOOLEAN,YES,549,22,0.2,gold_master_patient_facts_v1,BOOLEAN field
op_local_invasion_any,BOOLEAN,YES,550,25,0.2,gold_master_patient_facts_v1,BOOLEAN field
op_n_surgeries_with_findings,INTEGER,YES,551,8733,80.3,gold_master_patient_facts_v1,INTEGER field
op_nlp_berry_ligament_date,DATE,YES,552,449,4.1,clinical_notes_long (NLP operative),NLP-extracted from operative notes
op_nlp_berry_ligament_dissected,BOOLEAN,YES,553,4028,37.1,clinical_notes_long (NLP operative),NLP-extracted from operative notes
op_nlp_berry_ligament_mentioned,BOOLEAN,YES,554,4028,37.1,clinical_notes_long (NLP operative),NLP-extracted from operative notes
op_nlp_berry_ligament_n_mentions,BIGINT,YES,555,4028,37.1,clinical_notes_long (NLP operative),NLP-extracted from operative notes
op_nlp_drain_date,DATE,YES,556,269,2.5,clinical_notes_long (NLP operative),NLP-extracted from operative notes
op_nlp_drain_placed,BOOLEAN,YES,557,4028,37.1,clinical_notes_long (NLP operative),NLP-extracted from operative notes
op_nlp_drain_placed_n_mentions,BIGINT,YES,558,4028,37.1,clinical_notes_long (NLP operative),NLP-extracted from operative notes
op_nlp_ebl_date,DATE,YES,559,864,7.9,clinical_notes_long (NLP operative),NLP-extracted from operative notes
op_nlp_ebl_ml,DOUBLE,YES,560,1613,14.8,clinical_notes_long (NLP operative),NLP-extracted from operative notes
op_nlp_ebl_n_mentions,BIGINT,YES,561,4028,37.1,clinical_notes_long (NLP operative),NLP-extracted from operative notes
op_nlp_esophageal_involvement,BOOLEAN,YES,562,4028,37.1,clinical_notes_long (NLP operative),NLP-extracted from operative notes
op_nlp_esophageal_n_mentions,BIGINT,YES,563,4028,37.1,clinical_notes_long (NLP operative),NLP-extracted from operative notes
op_nlp_extraction_method,VARCHAR,YES,564,4028,37.1,clinical_notes_long (NLP operative),NLP-extracted from operative notes
op_nlp_gross_invasion,BOOLEAN,YES,565,4028,37.1,clinical_notes_long (NLP operative),NLP-extracted from operative notes
op_nlp_intraop_complication,BOOLEAN,YES,566,4028,37.1,clinical_notes_long (NLP operative),NLP-extracted from operative notes
op_nlp_intraop_complication_date,DATE,YES,567,9,0.1,clinical_notes_long (NLP operative),NLP-extracted from operative notes
op_nlp_intraop_complication_n_mentions,BIGINT,YES,568,4028,37.1,clinical_notes_long (NLP operative),NLP-extracted from operative notes
op_nlp_n_source_notes,BIGINT,YES,569,4028,37.1,clinical_notes_long (NLP operative),NLP-extracted from operative notes
op_nlp_nerve_monitoring_date,DATE,YES,570,2611,24.0,clinical_notes_long (NLP operative),NLP-extracted from operative notes
op_nlp_nerve_monitoring_n_mentions,BIGINT,YES,571,4028,37.1,clinical_notes_long (NLP operative),NLP-extracted from operative notes
op_nlp_nerve_monitoring_type,VARCHAR,YES,572,3493,32.1,clinical_notes_long (NLP operative),NLP-extracted from operative notes
op_nlp_nerve_monitoring_used,BOOLEAN,YES,573,4028,37.1,clinical_notes_long (NLP operative),NLP-extracted from operative notes
op_nlp_note_types,VARCHAR,YES,574,4028,37.1,clinical_notes_long (NLP operative),NLP-extracted from operative notes
op_nlp_parathyroid_autograft,BOOLEAN,YES,575,4028,37.1,clinical_notes_long (NLP operative),NLP-extracted from operative notes
op_nlp_parathyroid_autograft_n_mentions,BIGINT,YES,576,4028,37.1,clinical_notes_long (NLP operative),NLP-extracted from operative notes
op_nlp_parathyroid_date,DATE,YES,577,767,7.1,clinical_notes_long (NLP operative),NLP-extracted from operative notes
op_nlp_parathyroid_managed,BOOLEAN,YES,578,4028,37.1,clinical_notes_long (NLP operative),NLP-extracted from operative notes
op_nlp_parathyroid_managed_n_mentions,BIGINT,YES,579,4028,37.1,clinical_notes_long (NLP operative),NLP-extracted from operative notes
op_nlp_reoperative_field,BOOLEAN,YES,580,4028,37.1,clinical_notes_long (NLP operative),NLP-extracted from operative notes
op_nlp_reoperative_n_mentions,BIGINT,YES,581,4028,37.1,clinical_notes_long (NLP operative),NLP-extracted from operative notes
op_nlp_rln_finding,BOOLEAN,YES,582,4028,37.1,clinical_notes_long (NLP operative),NLP-extracted from operative notes
op_nlp_rln_finding_date,DATE,YES,583,753,6.9,clinical_notes_long (NLP operative),NLP-extracted from operative notes
op_nlp_rln_finding_n_mentions,BIGINT,YES,584,4028,37.1,clinical_notes_long (NLP operative),NLP-extracted from operative notes
op_nlp_strap_muscle_involved,BOOLEAN,YES,585,4028,37.1,clinical_notes_long (NLP operative),NLP-extracted from operative notes
op_nlp_strap_muscle_n_mentions,BIGINT,YES,586,4028,37.1,clinical_notes_long (NLP operative),NLP-extracted from operative notes
op_nlp_tracheal_involvement,BOOLEAN,YES,587,4028,37.1,clinical_notes_long (NLP operative),NLP-extracted from operative notes
op_nlp_tracheal_n_mentions,BIGINT,YES,588,4028,37.1,clinical_notes_long (NLP operative),NLP-extracted from operative notes
op_parathyroid_autograft_any,BOOLEAN,YES,589,40,0.4,gold_master_patient_facts_v1,BOOLEAN field
op_reoperative_any,BOOLEAN,YES,590,46,0.4,gold_master_patient_facts_v1,BOOLEAN field
op_rln_monitoring_any,BOOLEAN,YES,591,1701,15.6,gold_master_patient_facts_v1,BOOLEAN field
op_strap_muscle_any,BOOLEAN,YES,592,186,1.7,gold_master_patient_facts_v1,BOOLEAN field
op_tracheal_inv_any,BOOLEAN,YES,593,9,0.1,gold_master_patient_facts_v1,BOOLEAN field
ops_anticoagulation_meds,VARCHAR,YES,594,8,0.1,op_sheet_data,From operative sheet data
ops_bmi,DOUBLE,YES,595,119,1.1,op_sheet_data,From operative sheet data
ops_cervical_ln_us_performed,VARCHAR,YES,596,121,1.1,op_sheet_data,From operative sheet data
ops_difficult_airway,VARCHAR,YES,597,142,1.3,op_sheet_data,From operative sheet data
ops_dominant_nodule_bethesda,VARCHAR,YES,598,98,0.9,op_sheet_data,From operative sheet data
ops_dominant_nodule_location,VARCHAR,YES,599,1,0.0,op_sheet_data,From operative sheet data
ops_dominant_nodule_size_us,VARCHAR,YES,600,5,0.0,op_sheet_data,From operative sheet data
ops_ebl_ml,VARCHAR,YES,601,120,1.1,op_sheet_data,From operative sheet data
ops_family_hx_thyroid_ca,VARCHAR,YES,602,142,1.3,op_sheet_data,From operative sheet data
ops_head_neck_us_findings,VARCHAR,YES,603,2,0.0,op_sheet_data,From operative sheet data
ops_intraop_appearance,VARCHAR,YES,604,340,3.1,op_sheet_data,From operative sheet data
ops_intraop_nodule_count,VARCHAR,YES,605,650,6.0,op_sheet_data,From operative sheet data
ops_io_tumor_appearance,VARCHAR,YES,606,2025,18.6,op_sheet_data,From operative sheet data
ops_ll_ag,DOUBLE,YES,607,222,2.0,op_sheet_data,From operative sheet data
ops_ll_para_visualized,VARCHAR,YES,608,1466,13.5,op_sheet_data,From operative sheet data
ops_ll_resection,DOUBLE,YES,609,10,0.1,op_sheet_data,From operative sheet data
ops_lu_ag,DOUBLE,YES,610,157,1.4,op_sheet_data,From operative sheet data
ops_lu_para_visualized,VARCHAR,YES,611,1462,13.4,op_sheet_data,From operative sheet data
ops_lu_resection,DOUBLE,YES,612,1,0.0,op_sheet_data,From operative sheet data
ops_max_diameter_cm,VARCHAR,YES,613,1868,17.2,op_sheet_data,From operative sheet data
ops_nerve_stim_final,VARCHAR,YES,614,114,1.0,op_sheet_data,From operative sheet data
ops_nerve_stim_left,VARCHAR,YES,615,94,0.9,op_sheet_data,From operative sheet data
ops_nerve_stim_right,VARCHAR,YES,616,78,0.7,op_sheet_data,From operative sheet data
ops_other_ag,VARCHAR,YES,617,3,0.0,op_sheet_data,From operative sheet data
ops_palpable_lesion,VARCHAR,YES,618,5,0.0,op_sheet_data,From operative sheet data
ops_para_ag_performed,VARCHAR,YES,619,2082,19.2,op_sheet_data,From operative sheet data
ops_parathyroid_ag_notes,VARCHAR,YES,620,455,4.2,op_sheet_data,From operative sheet data
ops_parathyroidectomy,VARCHAR,YES,621,30,0.3,op_sheet_data,From operative sheet data
ops_periop_complications,VARCHAR,YES,622,1397,12.9,op_sheet_data,From operative sheet data
ops_preop_diagnosis,VARCHAR,YES,623,2083,19.2,op_sheet_data,From operative sheet data
ops_preop_imaging_performed,VARCHAR,YES,624,143,1.3,op_sheet_data,From operative sheet data
ops_preop_laryngoscopy,VARCHAR,YES,625,119,1.1,op_sheet_data,From operative sheet data
ops_preop_nodules_count_size,VARCHAR,YES,626,47,0.4,op_sheet_data,From operative sheet data
ops_preop_symptoms,VARCHAR,YES,627,159,1.5,op_sheet_data,From operative sheet data
ops_prior_neck_irradiation,VARCHAR,YES,628,147,1.4,op_sheet_data,From operative sheet data
ops_prior_neck_operation,VARCHAR,YES,629,456,4.2,op_sheet_data,From operative sheet data
ops_rl_ag,VARCHAR,YES,630,258,2.4,op_sheet_data,From operative sheet data
ops_rl_para_visualized,DOUBLE,YES,631,1426,13.1,op_sheet_data,From operative sheet data
ops_rl_resection,DOUBLE,YES,632,11,0.1,op_sheet_data,From operative sheet data
ops_ru_ag,DOUBLE,YES,633,135,1.2,op_sheet_data,From operative sheet data
ops_ru_para_visualized,VARCHAR,YES,634,1420,13.1,op_sheet_data,From operative sheet data
ops_ru_resection,DOUBLE,YES,635,3,0.0,op_sheet_data,From operative sheet data
ops_skin_to_skin_min,DOUBLE,YES,636,117,1.1,op_sheet_data,From operative sheet data
ops_supranumerary_para,VARCHAR,YES,637,13,0.1,op_sheet_data,From operative sheet data
ops_surg_date,VARCHAR,YES,638,8732,80.3,op_sheet_data,From operative sheet data
ops_surgeon,VARCHAR,YES,639,8591,79.0,op_sheet_data,From operative sheet data
ops_thyroid_scintigraphy,VARCHAR,YES,640,1,0.0,op_sheet_data,From operative sheet data
ops_tumor_side,VARCHAR,YES,641,1832,16.9,op_sheet_data,From operative sheet data
path_gross_ete_flag,BIGINT,YES,642,983,9.0,gold_master_patient_facts_v1,BIGINT field
path_histology_raw,VARCHAR,YES,643,4137,38.1,gold_master_patient_facts_v1,VARCHAR field
path_histology_variant_raw,VARCHAR,YES,644,3317,30.5,gold_master_patient_facts_v1,VARCHAR field
path_margin_raw,VARCHAR,YES,645,3884,35.7,gold_master_patient_facts_v1,VARCHAR field
path_n_stage_raw,VARCHAR,YES,646,4015,36.9,gold_master_patient_facts_v1,VARCHAR field
path_t_stage_raw,VARCHAR,YES,647,4009,36.9,gold_master_patient_facts_v1,VARCHAR field
pax8_pparg_positive,BOOLEAN,YES,648,10024,92.2,gold_master_patient_facts_v1,BOOLEAN field
perineural_invasion,VARCHAR,YES,649,1438,13.2,gold_master_patient_facts_v1,VARCHAR field
pet_distant_met_sites,VARCHAR,YES,650,130,1.2,ct_imaging (PET subset),PET/CT imaging data
pet_distant_mets_ever,BOOLEAN,YES,651,282,2.6,ct_imaging (PET subset),PET/CT imaging data
pet_fdg_avid_cervical_ln_ever,BOOLEAN,YES,652,278,2.6,ct_imaging (PET subset),PET/CT imaging data
pet_fdg_avid_thyroid_bed_ever,BOOLEAN,YES,653,263,2.4,ct_imaging (PET subset),PET/CT imaging data
pet_first_date,VARCHAR,YES,654,291,2.7,ct_imaging (PET subset),PET/CT imaging data
pet_has_data,BOOLEAN,YES,655,339,3.1,ct_imaging (PET subset),PET/CT imaging data
pet_impression_last,VARCHAR,YES,656,286,2.6,ct_imaging (PET subset),PET/CT imaging data
pet_indication_first,VARCHAR,YES,657,291,2.7,ct_imaging (PET subset),PET/CT imaging data
pet_last_date,VARCHAR,YES,658,291,2.7,ct_imaging (PET subset),PET/CT imaging data
pet_n_exams,BIGINT,YES,659,291,2.7,ct_imaging (PET subset),PET/CT imaging data
pet_overall_worst,VARCHAR,YES,660,291,2.7,ct_imaging (PET subset),PET/CT imaging data
pet_radiotracer_primary,VARCHAR,YES,661,284,2.6,ct_imaging (PET subset),PET/CT imaging data
pet_suv_max_cervical_ln,DOUBLE,YES,662,100,0.9,ct_imaging (PET subset),PET/CT imaging data
pet_suv_max_thyroid_bed,DOUBLE,YES,663,173,1.6,ct_imaging (PET subset),PET/CT imaging data
pmhx_llm_extraction_method,VARCHAR,YES,664,290,2.7,clinical_notes_long (NLP PMH),Past medical history
pmhx_llm_mean_confidence,DOUBLE,YES,665,290,2.7,clinical_notes_long (NLP PMH),Past medical history
pmhx_llm_min_confidence,DOUBLE,YES,666,290,2.7,clinical_notes_long (NLP PMH),Past medical history
pmhx_llm_n_source_notes,BIGINT,YES,667,290,2.7,clinical_notes_long (NLP PMH),Past medical history
pmhx_llm_note_types,VARCHAR,YES,668,290,2.7,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_afib,BOOLEAN,YES,669,3895,35.8,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_afib_n_mentions,BIGINT,YES,670,3895,35.8,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_asthma,BOOLEAN,YES,671,3895,35.8,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_asthma_n_mentions,BIGINT,YES,672,3895,35.8,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_autoimmune_thyroid_hx,BOOLEAN,YES,673,290,2.7,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_autoimmune_thyroid_hx_n_mentions,BIGINT,YES,674,290,2.7,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_breast_cancer,BOOLEAN,YES,675,3895,35.8,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_breast_cancer_n_mentions,BIGINT,YES,676,3895,35.8,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_cad,BOOLEAN,YES,677,3895,35.8,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_cad_n_mentions,BIGINT,YES,678,3895,35.8,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_ckd,BOOLEAN,YES,679,3895,35.8,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_ckd_n_mentions,BIGINT,YES,680,3895,35.8,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_coagulopathy,BOOLEAN,YES,681,290,2.7,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_comorbidity_list,VARCHAR,YES,682,3895,35.8,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_copd,BOOLEAN,YES,683,3895,35.8,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_copd_n_mentions,BIGINT,YES,684,3895,35.8,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_depression,BOOLEAN,YES,685,3895,35.8,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_depression_n_mentions,BIGINT,YES,686,3895,35.8,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_diabetes,BOOLEAN,YES,687,3895,35.8,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_diabetes_first_date,DATE,YES,688,527,4.8,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_diabetes_n_mentions,BIGINT,YES,689,3895,35.8,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_extraction_method,VARCHAR,YES,690,3895,35.8,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_family_hx_cancer,BOOLEAN,YES,691,290,2.7,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_family_hx_thyroid,BOOLEAN,YES,692,290,2.7,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_family_hx_thyroid_n_mentions,BIGINT,YES,693,290,2.7,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_gerd,BOOLEAN,YES,694,3895,35.8,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_gerd_n_mentions,BIGINT,YES,695,3895,35.8,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_hypertension,BOOLEAN,YES,696,3895,35.8,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_hypertension_first_date,DATE,YES,697,680,6.3,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_hypertension_n_mentions,BIGINT,YES,698,3895,35.8,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_hyperthyroidism,BOOLEAN,YES,699,3895,35.8,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_hyperthyroidism_first_date,DATE,YES,700,665,6.1,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_hyperthyroidism_n_mentions,BIGINT,YES,701,3895,35.8,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_hypothyroidism,BOOLEAN,YES,702,3895,35.8,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_hypothyroidism_first_date,DATE,YES,703,1066,9.8,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_hypothyroidism_n_mentions,BIGINT,YES,704,3895,35.8,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_lung_cancer,BOOLEAN,YES,705,3895,35.8,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_lung_cancer_n_mentions,BIGINT,YES,706,3895,35.8,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_men_syndrome,BOOLEAN,YES,707,290,2.7,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_n_comorbidities,BIGINT,YES,708,3895,35.8,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_n_source_notes,BIGINT,YES,709,3895,35.8,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_note_types,VARCHAR,YES,710,3895,35.8,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_obesity,BOOLEAN,YES,711,3895,35.8,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_obesity_first_date,DATE,YES,712,223,2.1,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_obesity_n_mentions,BIGINT,YES,713,3895,35.8,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_osteoporosis,BOOLEAN,YES,714,290,2.7,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_prior_cancer_hx,BOOLEAN,YES,715,290,2.7,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_prior_cancer_hx_n_mentions,BIGINT,YES,716,290,2.7,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_radiation_exposure,BOOLEAN,YES,717,290,2.7,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_radiation_exposure_confidence,DOUBLE,YES,718,33,0.3,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_radiation_exposure_date,DATE,YES,719,29,0.3,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_radiation_exposure_n_mentions,BIGINT,YES,720,290,2.7,clinical_notes_long (NLP PMH),Past medical history
pmhx_nlp_smoking_status,VARCHAR,YES,721,20,0.2,clinical_notes_long (NLP PMH),Past medical history
pni_positive,BOOLEAN,YES,722,1487,13.7,gold_master_patient_facts_v1,BOOLEAN field
pni_refined_v6,VARCHAR,YES,723,1487,13.7,gold_master_patient_facts_v1,VARCHAR field
post_rai_tg_count,BIGINT,YES,724,295,2.7,gold_master_patient_facts_v1,BIGINT field
post_rai_tg_last,DOUBLE,YES,725,294,2.7,gold_master_patient_facts_v1,DOUBLE field
post_rai_tg_nadir,DOUBLE,YES,726,295,2.7,gold_master_patient_facts_v1,DOUBLE field
postop_calcium_min_days_postop,INTEGER,YES,727,75,0.7,gold_master_patient_facts_v1,INTEGER field
postop_calcium_min_value,DOUBLE,YES,728,559,5.1,gold_master_patient_facts_v1,DOUBLE field
postop_calcium_n_measurements,BIGINT,YES,729,1051,9.7,gold_master_patient_facts_v1,BIGINT field
postop_calcium_source_reliability,VARCHAR,YES,730,559,5.1,gold_master_patient_facts_v1,VARCHAR field
postop_ionized_cal_min_value,DOUBLE,YES,731,3,0.0,gold_master_patient_facts_v1,DOUBLE field
postop_labs_has_data,BOOLEAN,YES,732,1051,9.7,gold_master_patient_facts_v1,BOOLEAN field
postop_pth_min_days_postop,INTEGER,YES,733,121,1.1,gold_master_patient_facts_v1,INTEGER field
postop_pth_min_value,DOUBLE,YES,734,673,6.2,gold_master_patient_facts_v1,DOUBLE field
postop_pth_n_measurements,BIGINT,YES,735,1051,9.7,gold_master_patient_facts_v1,BIGINT field
postop_pth_source_reliability,VARCHAR,YES,736,673,6.2,gold_master_patient_facts_v1,VARCHAR field
preop_imaging_size_cm,DOUBLE,YES,737,3439,31.6,gold_master_patient_facts_v1,DOUBLE field
