catalog,schema,object_name,table_type,classification,row_count,patient_key,origin_key,time_key,linkage_key,build_release_key,overall_verdict,missing_fields,substitutes,gap_kind,remediation,sql_file
Thyroid 2026,main,survival_cohort_enriched,BASE TABLE,row_level_fact_event,61134,PASS: `research_id` non-null all rows,PASS: `source_table` non-null all rows,FAIL: missing column(s),PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,FAIL: missing column(s),FAIL,time;linkage;build/release,,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__survival_cohort_enriched__count_nulls.sql
Thyroid 2026,main,synoptic_tumor_long_v1,BASE TABLE,row_level_fact_event,11103,PASS: `research_id` non-null all rows,PASS: `source_table` non-null all rows,PARTIAL: `surg_date` NULL rows=1/11103,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,FAIL: missing column(s),FAIL,time;linkage;build/release,,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__synoptic_tumor_long_v1__count_nulls.sql
Thyroid 2026,main,tg_lab_review_queue_v1,BASE TABLE,row_level_fact_event,1035,PASS: `research_id` non-null all rows,FAIL: missing column(s),PASS: `specimen_collect_dt` non-null all rows,FAIL: missing column(s),FAIL: missing column(s),FAIL,origin;linkage;build/release,,schema,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__tg_lab_review_queue_v1__count_nulls.sql
Thyroid 2026,main,tg_postop_surveillance_windows_v1,BASE TABLE,row_level_fact_event,16184,PASS: `research_id` non-null all rows,FAIL: missing column(s),FAIL: missing column(s),FAIL: missing column(s),FAIL: missing column(s),FAIL,origin;time;linkage;build/release,,schema,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__tg_postop_surveillance_windows_v1__count_nulls.sql
Thyroid 2026,main,tg_timeline_patient_summary_v1,BASE TABLE,aggregate_rollup,3258,N/A,N/A,N/A,N/A,N/A,N/A (not row-grain audit),,,,,
Thyroid 2026,main,thyroglobulin_lab_canonical_v1,BASE TABLE,row_level_lab_specimen_molecular,76971,PASS: `research_id` non-null all rows,PASS: `ingestion_script` non-null all rows,PASS: `surg_date` non-null all rows,PASS (exception: lab grain): research_id + surg_date/lab_date + ingestion_wave; no surgery_episode_id on row,PASS: `ingestion_date` non-null all rows,PASS,,,,"N/A — institution lab / Tg canonical long format per 113; linkage is temporal + patient, not episode-id denormalized.",object_level_sql/main__thyroglobulin_lab_canonical_v1__count_nulls.sql
Thyroid 2026,main,thyroid_scoring_py_v1,BASE TABLE,row_level_fact_event,10871,PASS: `research_id` non-null all rows,FAIL: missing column(s),FAIL: missing column(s),FAIL: missing column(s),FAIL: missing column(s),FAIL,origin;time;linkage;build/release,,schema,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__thyroid_scoring_py_v1__count_nulls.sql
Thyroid 2026,main,tumor_episode_master_v2,BASE TABLE,row_level_fact_event,11691,PASS: `research_id` non-null all rows,FAIL: missing column(s),PARTIAL: `surgery_date` NULL rows=3/11691,PASS: `surgery_episode_id` non-null all rows,FAIL: missing column(s),FAIL,origin;time;build/release,,schema,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__tumor_episode_master_v2__count_nulls.sql
Thyroid 2026,main,tumor_pathology,BASE TABLE,row_level_fact_event,4290,PASS: `research_id` non-null all rows,PASS: `source_workbook` non-null all rows,PASS: `surgery_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `ingest_script_version` non-null all rows,PARTIAL,linkage,,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__tumor_pathology__count_nulls.sql
Thyroid 2026,main,ultrasound_reports,BASE TABLE,row_level_fact_event,6793,PASS: `research_id` non-null all rows,PASS: `source_workbook` non-null all rows,PASS: `ingested_at_utc` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `ingest_script_version` non-null all rows,PARTIAL,linkage,,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__ultrasound_reports__count_nulls.sql
Thyroid 2026,main,us_nodules_tirads,BASE TABLE,row_level_fact_event,10862,PASS: `research_id` non-null all rows,PASS: `source_workbook` non-null all rows,PASS: `ingested_at_utc` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `ingest_script_version` non-null all rows,PARTIAL,linkage,,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__us_nodules_tirads__count_nulls.sql
Thyroid 2026,main,val_imaging_fna_linkage_audit_v1,BASE TABLE,row_level_fact_event,1,FAIL: missing column(s),FAIL: missing column(s),PASS: `built_at` non-null all rows,FAIL: missing column(s),FAIL: missing column(s),FAIL,patient;origin;linkage;build/release,,"schema,schema",Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__val_imaging_fna_linkage_audit_v1__count_nulls.sql
Thyroid 2026,main,val_path_synoptic_encounter_isolation_v1,BASE TABLE,row_level_fact_event,3,PASS: `research_id` non-null all rows,FAIL: missing column(s),FAIL: missing column(s),FAIL: missing column(s),FAIL: missing column(s),FAIL,origin;time;linkage;build/release,,schema,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__val_path_synoptic_encounter_isolation_v1__count_nulls.sql
Thyroid 2026,qa,concordance_summary,BASE TABLE,aggregate_rollup,114,N/A,N/A,N/A,N/A,N/A,N/A (not row-grain audit),,,,,
Thyroid 2026,qa,date_provenance_completeness_v,VIEW,row_level_fact_event,23,FAIL: missing column(s),FAIL: missing column(s),FAIL: missing column(s),FAIL: missing column(s),FAIL: missing column(s),FAIL,patient;origin;time;linkage;build/release,,"schema,schema",Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/qa__date_provenance_completeness_v__count_nulls.sql
Thyroid 2026,qa,domain_validation,BASE TABLE,qa_control_plane,138,N/A,N/A,N/A,N/A,N/A,N/A (not row-grain audit),,,,,
Thyroid 2026,qa,domain_validation_summary_v,VIEW,aggregate_rollup,6,N/A,N/A,N/A,N/A,N/A,N/A (not row-grain audit),,,,,
Thyroid 2026,qa,manual_review_queue,BASE TABLE,qa_control_plane,5622,PASS: `research_id` non-null all rows,FAIL: missing column(s),FAIL: missing column(s),FAIL: missing column(s),FAIL: missing column(s),FAIL,origin;time;linkage;build/release,,schema,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/qa__manual_review_queue__count_nulls.sql
Thyroid 2026,qa,manual_review_queue_summary_v,VIEW,aggregate_rollup,21,N/A,N/A,N/A,N/A,N/A,N/A (not row-grain audit),,,,,
Thyroid 2026,qa,molecular_pipeline_run_audit,BASE TABLE,row_level_fact_event,0,FAIL: missing column(s),FAIL: missing column(s),FAIL: missing column(s),FAIL: missing column(s),FAIL: missing column(s),FAIL,patient;origin;time;linkage;build/release,,"schema,schema",Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/qa__molecular_pipeline_run_audit__count_nulls.sql
Thyroid 2026,qa,promotion_review_decisions,BASE TABLE,qa_control_plane,2,PARTIAL: `research_id` NULL rows=2/2,PARTIAL: `source_object_id` NULL rows=2/2,FAIL: missing column(s),PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `created_at` non-null all rows,FAIL,patient;origin;time;linkage,,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/qa__promotion_review_decisions__count_nulls.sql
Thyroid 2026,qa,promotion_scorecard,BASE TABLE,qa_control_plane,48,N/A,N/A,N/A,N/A,N/A,N/A (not row-grain audit),,,,,
Thyroid 2026,qa,promotion_scorecard_summary_v,VIEW,aggregate_rollup,6,N/A,N/A,N/A,N/A,N/A,N/A (not row-grain audit),,,,,
Thyroid 2026,qa,release_manifest,BASE TABLE,qa_control_plane,6,N/A,N/A,N/A,N/A,N/A,N/A (not row-grain audit),,,,,
Thyroid 2026,qa,specimen_genomic_link_review_v1,BASE TABLE,row_level_lab_specimen_molecular,9966,PASS: `research_id` non-null all rows,PASS: `source_table` non-null all rows,FAIL: missing column(s),PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,FAIL: missing column(s),FAIL,time;linkage;build/release,,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/qa__specimen_genomic_link_review_v1__count_nulls.sql
Thyroid 2026,qa,specimen_merge_review_queue_v1,BASE TABLE,row_level_lab_specimen_molecular,,PARTIAL: null scan failed,FAIL: missing column(s),PARTIAL: null scan failed,PARTIAL: null scan failed,PARTIAL: null scan failed,FAIL,patient;origin;time;linkage;build/release,,schema,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/qa__specimen_merge_review_queue_v1__count_nulls.sql
Thyroid 2026,qa,tg_lab_ingestion_qc,BASE TABLE,qa_control_plane,,N/A,N/A,N/A,N/A,N/A,N/A (not row-grain audit),,,,,
Thyroid 2026,qa,v_diag_specimen_duplicate_focus_fp_v1,VIEW,aggregate_rollup,,N/A,N/A,N/A,N/A,N/A,N/A (not row-grain audit),,,,,
Thyroid 2026,qa,v_diag_specimen_duplicate_master_fp_v1,VIEW,aggregate_rollup,,N/A,N/A,N/A,N/A,N/A,N/A (not row-grain audit),,,,,
Thyroid 2026,qa,v_diag_specimen_fhir_broken_refs_v1,VIEW,aggregate_rollup,,N/A,N/A,N/A,N/A,N/A,N/A (not row-grain audit),,,,,
Thyroid 2026,qa,v_diag_specimen_orphan_focus_v1,VIEW,aggregate_rollup,,N/A,N/A,N/A,N/A,N/A,N/A (not row-grain audit),,,,,
Thyroid 2026,qa,v_diag_specimen_orphan_genomic_master_v1,VIEW,aggregate_rollup,,N/A,N/A,N/A,N/A,N/A,N/A (not row-grain audit),,,,,
Thyroid 2026,qa,v_diag_specimen_orphan_genomic_v1,VIEW,aggregate_rollup,,N/A,N/A,N/A,N/A,N/A,N/A (not row-grain audit),,,,,
Thyroid 2026,qa,v_diag_specimen_provenance_focus_v1,VIEW,aggregate_rollup,,N/A,N/A,N/A,N/A,N/A,N/A (not row-grain audit),,,,,
Thyroid 2026,qa,v_diag_specimen_provenance_genomic_v1,VIEW,aggregate_rollup,1,N/A,N/A,N/A,N/A,N/A,N/A (not row-grain audit),,,,,
Thyroid 2026,qa,v_diag_specimen_provenance_master_v1,VIEW,aggregate_rollup,1,N/A,N/A,N/A,N/A,N/A,N/A (not row-grain audit),,,,,
Thyroid 2026,qa,v_diag_specimen_provenance_summary_v1,VIEW,aggregate_rollup,,N/A,N/A,N/A,N/A,N/A,N/A (not row-grain audit),,,,,
Thyroid 2026,qa,v_diag_specimen_review_burden_v1,VIEW,aggregate_rollup,1,N/A,N/A,N/A,N/A,N/A,N/A (not row-grain audit),,,,,
Thyroid 2026,qa,val_specimen_contract_v1,BASE TABLE,qa_control_plane,7,FAIL: missing column(s),FAIL: missing column(s),FAIL: missing column(s),FAIL: missing column(s),FAIL: missing column(s),FAIL,patient;origin;time;linkage;build/release,,"schema,schema",Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/qa__val_specimen_contract_v1__count_nulls.sql
Thyroid 2026,qa,val_specimen_genomic_binding_v1,BASE TABLE,row_level_lab_specimen_molecular,3,FAIL: missing column(s),FAIL: missing column(s),FAIL: missing column(s),FAIL: missing column(s),FAIL: missing column(s),FAIL,patient;origin;time;linkage;build/release,,"schema,schema",Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/qa__val_specimen_genomic_binding_v1__count_nulls.sql
Thyroid 2026,release_20260409,canonical_extracted_fact_long_v1,BASE TABLE,row_level_fact_event,68077,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PARTIAL: `entity_date` NULL rows=59565/68077,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `extraction_run_id` non-null all rows,PARTIAL,time;linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/release_20260409__canonical_extracted_fact_long_v1__count_nulls.sql
Thyroid 2026,release_20260409,canonical_extracted_fact_long_v2,BASE TABLE,row_level_fact_event,123577,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PARTIAL: `entity_date` NULL rows=74682/123577,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PARTIAL: `extraction_run_id` NULL rows=55500/123577,PARTIAL,time;linkage;build/release,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/release_20260409__canonical_extracted_fact_long_v2__count_nulls.sql
Thyroid 2026,release_20260409,canonical_fact_quarantine_v1,BASE TABLE,row_level_fact_event,0,PASS: empty object,PASS: empty object,PASS: empty object,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: empty object,PARTIAL,linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/release_20260409__canonical_fact_quarantine_v1__count_nulls.sql
Thyroid 2026,release_20260409,canonical_fact_quarantine_v2,BASE TABLE,row_level_fact_event,199,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `entity_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PARTIAL: `extraction_run_id` NULL rows=199/199,PARTIAL,linkage;build/release,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/release_20260409__canonical_fact_quarantine_v2__count_nulls.sql
Thyroid 2026,release_20260409,longitudinal_lab_canonical_v1,BASE TABLE,row_level_lab_specimen_molecular,76971,PASS: `research_id` non-null all rows,PASS: `source_table` non-null all rows,PASS: `lab_date` non-null all rows,PASS (exception: lab grain): research_id + surg_date/lab_date + ingestion_wave; no surgery_episode_id on row,PASS: `ingestion_wave` non-null all rows,PASS,,,,"N/A — institution lab / Tg canonical long format per 113; linkage is temporal + patient, not episode-id denormalized.",object_level_sql/release_20260409__longitudinal_lab_canonical_v1__count_nulls.sql
Thyroid 2026,release_20260409,master_fact_long_verified_v1,BASE TABLE,row_level_fact_event,123577,PASS: `research_id` non-null all rows,PASS: `source_domain` non-null all rows,PARTIAL: `entity_date` NULL rows=74682/123577,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PARTIAL: `extraction_run_id` NULL rows=24421/123577,PARTIAL,time;linkage;build/release,,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/release_20260409__master_fact_long_verified_v1__count_nulls.sql
Thyroid 2026,release_20260409,master_patient_rollup_verified_v1,BASE TABLE,aggregate_rollup,5574,N/A,N/A,N/A,N/A,N/A,N/A (not row-grain audit),,,,,
Thyroid 2026,release_20260409,master_source_lineage_v1,BASE TABLE,row_level_fact_event,123577,PASS: `research_id` non-null all rows,PASS: `source_domain` non-null all rows,PARTIAL: `entity_date` NULL rows=74682/123577,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PARTIAL: `extraction_run_id` NULL rows=24421/123577,PARTIAL,time;linkage;build/release,,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/release_20260409__master_source_lineage_v1__count_nulls.sql
Thyroid 2026,release_20260409,note_extraction_runs,BASE TABLE,row_level_fact_event,3,PASS (exception): no research_id; run-grain registry keyed by run_id,PASS (exception): git_commit + domains_requested surface build provenance,PASS: `started_at` non-null all rows,PASS (exception): N/A at run grain,PASS (exception): started_at + git_commit,PASS (exception: run-registry grain),,,,N/A — run-telemetry registry (contract §2 note_extraction_runs).,object_level_sql/release_20260409__note_extraction_runs__count_nulls.sql
Thyroid 2026,release_20260409,thyroglobulin_lab_canonical_v1,BASE TABLE,row_level_lab_specimen_molecular,76971,PASS: `research_id` non-null all rows,PASS: `ingestion_script` non-null all rows,PASS: `surg_date` non-null all rows,PASS (exception: lab grain): research_id + surg_date/lab_date + ingestion_wave; no surgery_episode_id on row,PASS: `release_tag` non-null all rows,PASS,,,,"N/A — institution lab / Tg canonical long format per 113; linkage is temporal + patient, not episode-id denormalized.",object_level_sql/release_20260409__thyroglobulin_lab_canonical_v1__count_nulls.sql
Thyroid 2026,v2_stage,load_inventory,BASE TABLE,qa_control_plane,180,N/A,N/A,N/A,N/A,N/A,N/A (not row-grain audit),,,,,
Thyroid 2026,v2_stage,note_entities_llm_airway_invasion,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `extraction_run_id` non-null all rows,PARTIAL,linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/v2_stage__note_entities_llm_airway_invasion__count_nulls.sql
Thyroid 2026,v2_stage,note_entities_llm_cervical_ln_detail,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `extraction_run_id` non-null all rows,PARTIAL,linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/v2_stage__note_entities_llm_cervical_ln_detail__count_nulls.sql
Thyroid 2026,v2_stage,note_entities_llm_combined,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,FAIL: missing column(s),FAIL,linkage;build/release,note_row_id,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/v2_stage__note_entities_llm_combined__count_nulls.sql
Thyroid 2026,v2_stage,note_entities_llm_complications,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,FAIL: missing column(s),FAIL,linkage;build/release,note_row_id,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/v2_stage__note_entities_llm_complications__count_nulls.sql
Thyroid 2026,v2_stage,note_entities_llm_complications_rln_laryngoscopy,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `extraction_run_id` non-null all rows,PARTIAL,linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/v2_stage__note_entities_llm_complications_rln_laryngoscopy__count_nulls.sql
Thyroid 2026,v2_stage,note_entities_llm_dynamic_risk_response,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `extraction_run_id` non-null all rows,PARTIAL,linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/v2_stage__note_entities_llm_dynamic_risk_response__count_nulls.sql
Thyroid 2026,v2_stage,note_entities_llm_frozen_section_detail,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `extraction_run_id` non-null all rows,PARTIAL,linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/v2_stage__note_entities_llm_frozen_section_detail__count_nulls.sql
Thyroid 2026,v2_stage,note_entities_llm_functional_outcomes,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `extraction_run_id` non-null all rows,PARTIAL,linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/v2_stage__note_entities_llm_functional_outcomes__count_nulls.sql
Thyroid 2026,v2_stage,note_entities_llm_genetics,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,FAIL: missing column(s),FAIL,linkage;build/release,note_row_id,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/v2_stage__note_entities_llm_genetics__count_nulls.sql
Thyroid 2026,v2_stage,note_entities_llm_imaging,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `extraction_run_id` non-null all rows,PARTIAL,linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/v2_stage__note_entities_llm_imaging__count_nulls.sql
Thyroid 2026,v2_stage,note_entities_llm_labs,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `extraction_run_id` non-null all rows,PARTIAL,linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/v2_stage__note_entities_llm_labs__count_nulls.sql
Thyroid 2026,v2_stage,note_entities_llm_medication_management,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `extraction_run_id` non-null all rows,PARTIAL,linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/v2_stage__note_entities_llm_medication_management__count_nulls.sql
Thyroid 2026,v2_stage,note_entities_llm_medications,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,FAIL: missing column(s),FAIL,linkage;build/release,note_row_id,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/v2_stage__note_entities_llm_medications__count_nulls.sql
Thyroid 2026,v2_stage,note_entities_llm_molecular_thyroseq_afirma,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `extraction_run_id` non-null all rows,PARTIAL,linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/v2_stage__note_entities_llm_molecular_thyroseq_afirma__count_nulls.sql
Thyroid 2026,v2_stage,note_entities_llm_operative_details,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `extraction_run_id` non-null all rows,PARTIAL,linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/v2_stage__note_entities_llm_operative_details__count_nulls.sql
Thyroid 2026,v2_stage,note_entities_llm_operative_v2_enrichment,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `extraction_run_id` non-null all rows,PARTIAL,linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/v2_stage__note_entities_llm_operative_v2_enrichment__count_nulls.sql
Thyroid 2026,v2_stage,note_entities_llm_parathyroid_detail,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `extraction_run_id` non-null all rows,PARTIAL,linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/v2_stage__note_entities_llm_parathyroid_detail__count_nulls.sql
